title,title2,name,location,bhk,size_sqft,price_numeric,amenities,image,image2,image3,source_url,scraped_at
"Flats in Santacruz East, Mumbai | 855+ Santacruz East, Mumbai Flats for Sale",1 BHK in Mumbai,Firecrawl,Mumbai,1,747.0,27599999.999999996,"gated,gym,lift,park,parking,play area,pool,power backup,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://housing-images.n7net.in/fb15c03b/a63ca07dcde0782a8442aa8bce0353d6/v0/thumb.jpeg,https://housing.com/in/buy/mumbai/santacruz_east,2026-04-04T17:56:48.345750Z
"Flats in Western Suburbs, Mumbai | 24269+ Western Suburbs, Mumbai Flats for Sale",1 BHK in Mumbai,Firecrawl,Mumbai,1,239.0,9414000.0,"park,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://housing-images.n7net.in/fb15c03b/c52967d25d83ea1542dd694214548156/v0/thumb.jpeg,https://housing.com/in/buy/mumbai/western_suburbs_1,2026-04-04T17:56:54.867192Z
"Flats in Khar, Mumbai | 628+ Khar, Mumbai Flats for Sale",1 BHK in Mumbai,Firecrawl,Mumbai,1,239.0,9414000.0,"gated,gym,hospital,lift,park,play area,pool,power backup,school,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://housing-images.n7net.in/fb15c03b/c52967d25d83ea1542dd694214548156/v0/thumb.jpeg,https://housing.com/in/buy/mumbai/khar_west,2026-04-04T17:57:01.547079Z
"Flats in Santacruz West, Mumbai | 641+ Santacruz West, Mumbai Flats for Sale",1 BHK in Mumbai,Firecrawl,Mumbai,1,686.0,38300000.0,"garden,gated,gym,hospital,lift,park,parking,pool,power backup,school,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://housing-images.n7net.in/fb15c03b/1d33352b378dac9a52cdd5b9d569e613/v0/thumb.jpg,https://housing.com/in/buy/mumbai/santacruz_west,2026-04-04T17:57:08.295349Z
Flats in Mumbai Metropolitan Region | 90099+ Mumbai Metropolitan Region Flats for Sale,1 BHK in Mumbai,Firecrawl,Mumbai,1,550.0,2399000.0,"metro,park,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://c.housingcdn.com/demand/s/client/common/assets/new_launch.2b18407f.svg,https://housing.com/in/buy/mumbai/mmr,2026-04-04T17:57:14.470588Z
"Flats in Worli, Mumbai | 390+ Worli, Mumbai Flats for Sale",1 BHK in Mumbai,Firecrawl,Mumbai,1,755.0,37800000.0,"gated,gym,lift,park,parking,play area,pool,power backup,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://housing-images.n7net.in/fb15c03b/a83e471b2f63f5144165ecf45d20daac/v0/thumb.jpg,https://housing.com/in/buy/mumbai/worli,2026-04-04T17:57:23.116181Z
"Flats in Fort, Mumbai | 37+ Fort, Mumbai Flats for Sale",1 BHK in Mumbai,Firecrawl,Mumbai,1,384.0,17800000.0,"gated,gym,hospital,lift,park,parking,pool,power backup,school,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://housing-images.n7net.in/fb15c03b/a83e471b2f63f5144165ecf45d20daac/v0/thumb.jpg,https://housing.com/in/buy/mumbai/fort,2026-04-04T17:57:29.933293Z
"Flats in Bandra, Mumbai | 1281+ Bandra, Mumbai Flats for Sale",1 BHK in Mumbai,Firecrawl,Mumbai,1,1458.0,108400000.0,"gated,gym,lift,metro,park,pool,school,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://housing-images.n7net.in/fb15c03b/a63ca07dcde0782a8442aa8bce0353d6/v0/thumb.jpeg,https://housing.com/in/buy/mumbai/bandra_1,2026-04-04T17:57:37.896846Z
"Flats in Anand Nagar, Dahisar East, Mumbai | 30+ Anand Nagar, Dahisar East, Mumbai Flats for Sale",1 BHK in Mumbai,Firecrawl,Mumbai,1,700.0,14400000.0,"garden,gated,lift,metro,park,parking,play area,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://housing-images.n7net.in/fb15c03b/bd9cb3b95348560934c9166ab9ee3c56/v0/thumb.jpg,https://housing.com/in/buy/mumbai/anand_nagar_dahisar_east,2026-04-04T17:57:43.718707Z
"Flats in Borivali West, Mumbai | 1969+ Borivali West, Mumbai Flats for Sale",1 BHK in Mumbai,Firecrawl,Mumbai,1,682.0,18900000.0,"garden,gym,park,play area,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://housing-images.n7net.in/0b8ad14c/1b867be28a67e43406041e6ad1fb0c71/v0/thumb.jpg,https://housing.com/in/buy/mumbai/borivali_west_1,2026-04-04T17:57:50.940589Z
"Flats in Tilak Nagar, Chembur, Mumbai | 363+ Tilak Nagar, Chembur, Mumbai Flats for Sale",1 BHK in Mumbai,Firecrawl,Mumbai,1,382.0,8404000.0,"gated,gym,hospital,lift,metro,park,parking,play area,power backup,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://c.housingcdn.com/demand/s/client/common/assets/Security.bf739868.svg,https://housing.com/in/buy/mumbai/tilak_nagar_kurla_east,2026-04-04T17:57:58.300730Z
"Flats in Prabhadevi, Mumbai | 331+ Prabhadevi, Mumbai Flats for Sale",1 BHK in Mumbai,Firecrawl,Mumbai,1,859.0,49000000.0,"gated,gym,lift,park,parking,play area,pool,power backup,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://housing-images.n7net.in/fb15c03b/879770d88d71e4b5f31a692ad2fa55b4/v0/thumb.png,https://housing.com/in/buy/mumbai/prabhadevi,2026-04-04T17:58:05.892839Z
"Flats in Juhu, Mumbai | 504+ Juhu, Mumbai Flats for Sale",1 BHK in Mumbai,Firecrawl,Mumbai,1,9863.0,1000000000.0,"gated,gym,lift,park,parking,play area,pool,power backup,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://housing-images.n7net.in/fb15c03b/b4cfc782f552110658d7872297795c18/v1/thumb.jpg,https://housing.com/in/buy/mumbai/juhu,2026-04-04T17:58:12.310317Z
"Flats in Pali Hill, Mumbai | 120+ Pali Hill, Mumbai Flats for Sale",1 BHK in Mumbai,Firecrawl,Mumbai,1,3800.0,300000000.0,"garden,gated,gym,hospital,lift,metro,park,parking,play area,pool,power backup,school,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://housing-images.n7net.in/fb15c03b/1e526e586c8b11ad543985296b34c99b/v0/thumb.jpg,https://housing.com/in/buy/mumbai/pali_hill,2026-04-04T17:58:18.510185Z
"Flats in Palghar, Mumbai | 943+ Palghar, Mumbai Flats for Sale",1 BHK in Mumbai,Firecrawl,Mumbai,1,228.0,1308000.0,"garden,gym,hospital,lift,park,play area,power backup,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://housing-images.n7net.in/fb15c03b/c1716a6a3bbbeb7c6c8361ba8df184f0/v0/thumb.jpg,https://housing.com/in/buy/mumbai/palghar_4,2026-04-04T17:58:25.357691Z
"Flats in Railway Station, Khandeshhwar, Panvel, Navi Mumbai | 3+ Railway Station, Khandeshhwar, Panvel, Navi Mumbai Flats for Sale",1 BHK in Mumbai,Firecrawl,Mumbai,1,1230.0,11500000.0,"garden,gated,hospital,lift,park,parking,school,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://housing-images.n7net.in/fb15c03b/9e396e12466ac0d7daa0a6278f92b99c/v0/thumb.jpg,https://housing.com/in/buy/mumbai/railway_station,2026-04-04T17:58:32.511127Z
"Flats in Grant Road, Mumbai | 89+ Grant Road, Mumbai Flats for Sale",1 BHK in Mumbai,Firecrawl,Mumbai,1,1335.0,80100000.0,"gated,gym,hospital,lift,park,parking,play area,pool,power backup,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://housing-images.n7net.in/fb15c03b/0f0e573051051f88a34f2668a06c1bd2/v0/thumb.jpg,https://housing.com/in/buy/mumbai/grant_road,2026-04-04T17:58:39.510221Z
"Flats in Union Park, Pali Hill, Mumbai | 33+ Union Park, Pali Hill, Mumbai Flats for Sale",1 BHK in Mumbai,Firecrawl,Mumbai,1,1246.0,99700000.0,"gated,gym,hospital,lift,park,play area,school,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://housing-images.n7net.in/fb15c03b/16a4cc61c906db95548f2d537fab711b/v0/thumb.jpg,https://housing.com/in/buy/mumbai/union_park,2026-04-04T17:58:45.316687Z
"Flats in Powai, Mumbai | 1346+ Powai, Mumbai Flats for Sale",1 BHK in Mumbai,Firecrawl,Mumbai,1,362.0,12200000.0,"garden,gated,gym,hospital,lift,metro,park,play area,pool,power backup,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://housing-images.n7net.in/fb15c03b/89ec04f280ad7bcd3181c8fa5a551df5/v0/thumb.jpg,https://housing.com/in/buy/mumbai/powai,2026-04-04T17:58:51.777401Z
"Flats in J B Nagar, Andheri East, Mumbai | 121+ J B Nagar, Andheri East, Mumbai Flats for Sale",1 BHK in Mumbai,Firecrawl,Mumbai,1,775.0,31400000.0,"gated,gym,hospital,lift,metro,park,parking,play area,pool,power backup,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://c.housingcdn.com/demand/s/client/common/assets/Security.bf739868.svg,https://housing.com/in/buy/mumbai/j_b_nagar_andheri_east,2026-04-04T17:58:58.098731Z
8310+ Flats Without Brokerage for Sale in Mumbai Metropolitan Region,1 BHK in Mumbai,Firecrawl,Mumbai,1,872.0,6500000.0,"garden,gated,gym,lift,metro,park,parking,pool,power backup,school",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://c.housingcdn.com/demand/s/client/common/assets/heart2.74070fd8.svg,https://housing.com/in/buy/mumbai/withoutbrokerage-mmr,2026-04-04T17:59:04.115877Z
"Flats in Jankalyan Nagar, Malad West, Mumbai | 257+ Jankalyan Nagar, Malad West, Mumbai Flats for Sale",1 BHK in Mumbai,Firecrawl,Mumbai,1,377.0,7737000.0,"garden,gated,gym,lift,metro,park,parking,play area,pool,power backup,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://housing-images.n7net.in/fb15c03b/eb825f813fcfdda2630b6fd3f6fe180c/v0/thumb.jpg,https://housing.com/in/buy/mumbai/jankalyan_nagar,2026-04-04T17:59:11.537280Z
"Flats in Parel, Mumbai | 503+ Parel, Mumbai Flats for Sale",1 BHK in Mumbai,Firecrawl,Mumbai,1,682.0,27200000.000000004,"gated,gym,hospital,lift,metro,park,parking,pool,power backup,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://housing-images.n7net.in/fb15c03b/879770d88d71e4b5f31a692ad2fa55b4/v0/thumb.png,https://housing.com/in/buy/mumbai/parel,2026-04-04T17:59:18.405148Z
Flats in Mumbai | 55464+ Mumbai Flats for Sale,1 BHK in Mumbai,Firecrawl,Mumbai,1,438.0,8250000.0,"garden,park,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://housing-images.n7net.in/0b8ad14c/2ed4ecfe7a7a8159bbfc823def517dca/v0/thumb.jpg,https://www.housing.com/in/buy/mumbai,2026-04-04T17:59:23.032743Z
"Flats in Colaba, Mumbai | 31+ Colaba, Mumbai Flats for Sale",1 BHK in Mumbai,Firecrawl,Mumbai,1,550.0,23000000.0,"garden,gated,gym,lift,park,power backup,school,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://housing-images.n7net.in/fb15c03b/6977f764d03c108acdad6b998cecee7f/v0/thumb.jpg,https://housing.com/in/buy/mumbai/colaba,2026-04-04T17:59:29.629878Z
"Flats in Chhatrapati Shivaji International Airport Area, Vile Parle East, Mumbai | 331+ Chhatrapati Shivaji International Airport Area, Vile Parle East, Mumbai Flats for Sale",1 BHK in Mumbai,Firecrawl,Mumbai,1,800.0,19900000.0,"garden,gated,gym,lift,park,parking,pool,power backup,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://housing-images.n7net.in/fb15c03b/d1ba68611310d42df7df59e8c712f45d/v0/thumb.jpg,https://housing.com/in/buy/mumbai/chhatrapati_shivaji_international_airport_area,2026-04-04T17:59:35.953253Z
"Flats in Mumbai South, Mumbai | 3653+ Mumbai South, Mumbai Flats for Sale",1 BHK in Mumbai,Firecrawl,Mumbai,1,635.0,27500000.0,"park,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://housing-images.n7net.in/0b8ad14c/9fad1320dc8dfcf8355cff68ec6596e7/v6/thumb.jpg,https://housing.com/in/buy/mumbai/south_mumbai,2026-04-04T17:59:42.216303Z
"Flats in South West Mumbai, Mumbai | 5549+ South West Mumbai, Mumbai Flats for Sale",1 BHK in Mumbai,Firecrawl,Mumbai,1,239.0,9414000.0,"garden,gym,lift,park,play area,pool,school,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://housing-images.n7net.in/fb15c03b/c52967d25d83ea1542dd694214548156/v0/thumb.jpeg,https://housing.com/in/buy/mumbai/mumbai_south_west,2026-04-04T17:59:49.674266Z
"Flats in Mahalakshmi, Mumbai | 59+ Mahalakshmi, Mumbai Flats for Sale",1 BHK in Mumbai,Firecrawl,Mumbai,1,1583.0,142400000.0,"gated,gym,lift,park,parking,play area,pool,power backup,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://housing-images.n7net.in/fb15c03b/e6c69ba2465c1edd568eedd1bbefbf95/v0/thumb.jpg,https://housing.com/in/buy/mumbai/mahalakshmi_nagar_mumbai,2026-04-04T17:59:56.304430Z
Flats in Mumbai | 55464+ Mumbai Flats for Sale,1 BHK in Mumbai,Firecrawl,Mumbai,1,438.0,8250000.0,"garden,park,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://housing-images.n7net.in/0b8ad14c/2ed4ecfe7a7a8159bbfc823def517dca/v0/thumb.jpg,https://housing.com/in/buy/mumbai/mumbai,2026-04-04T17:59:57.694722Z
"Duplexes Flats, Apartments for sale in Mumbai | Buy 52+ Duplexes Flats in Mumbai",1 BHK in Mumbai,Firecrawl,Mumbai,1,5200.0,25200000.0,"garden,gated,gym,lift,metro,park,parking,play area,pool,power backup,school,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://housing-images.n7net.in/fb15c03b/35c07cb5d492b369625bdd5e4ea72f6c/v0/thumb.jpg,https://housing.com/in/buy/mumbai/duplex-mumbai,2026-04-04T18:00:01.372538Z
Studio Apartments for sale in Mumbai | Buy 319+ Studio Apartments in Mumbai,1 BHK in Mumbai,Firecrawl,Mumbai,1,300.0,3443000.0,"gated,gym,hospital,lift,metro,park,parking,play area,power backup,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://housing-images.n7net.in/fb15c03b/e95fbd0aa29a67b108c2cc5c212a2de0/v1/thumb.jpg,https://housing.com/in/buy/mumbai/studio-mumbai,2026-04-04T18:00:05.692054Z
"186+ Flats Without Brokerage for Sale in Mumbai South, Mumbai",1 BHK in Mumbai,Firecrawl,Mumbai,1,620.0,24600000.0,"gated,gym,hospital,lift,park,parking,pool,power backup,school",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://c.housingcdn.com/demand/s/client/common/assets/heart2.74070fd8.svg,https://housing.com/in/buy/mumbai/withoutbrokerage-south_mumbai,2026-04-04T18:00:17.563459Z
3901+ Flats Without Brokerage for Sale in Mumbai,1 BHK in Mumbai,Firecrawl,Mumbai,1,835.0,16500000.0,"garden,gated,gym,hospital,lift,metro,park,parking,pool,power backup,school,security",https://c.housingcdn.com/demand/s/client/common/assets/housing-logo.c02cf34a.png,https://c.housingcdn.com/demand/s/client/common/assets/featuredAgentStar.34d4da7b.svg,https://c.housingcdn.com/demand/s/client/common/assets/heart2.74070fd8.svg,https://housing.com/in/buy/mumbai/withoutbrokerage-mumbai,2026-04-04T18:00:35.183278Z
property-in-mumbai-ffid-page-56,BHK in Mumbai,Firecrawl,Mumbai,,,,security,https://www.99acres.com/images/captchaBg.png,https://www.99acres.com//images/captchaBg.png,https://static.99acres.com/universalapp/img/Play.png,https://www.99acres.com/property-in-mumbai-ffid-page-56,2026-04-04T18:00:53.062640Z
property-in-mumbai-ffid-page-51,BHK in Mumbai,Firecrawl,Mumbai,,,,security,https://www.99acres.com/images/captchaBg.png,https://www.99acres.com//images/captchaBg.png,https://static.99acres.com/universalapp/img/projectnoimage.webp,https://www.99acres.com/property-in-mumbai-ffid-page-51,2026-04-04T18:01:10.110741Z
property-in-mumbai-ffid-page-53,BHK in Mumbai,Firecrawl,Mumbai,,,,security,https://www.99acres.com/images/captchaBg.png,https://www.99acres.com//images/captchaBg.png,https://static.99acres.com/universalapp/img/projectnoimage.webp,https://www.99acres.com/property-in-mumbai-ffid-page-53,2026-04-04T18:01:25.426988Z
property-in-mumbai-ffid,BHK in Mumbai,Firecrawl,Mumbai,,,,security,https://www.99acres.com/images/captchaBg.png,https://www.99acres.com//images/captchaBg.png,https://static.99acres.com/universalapp/img/Play.png,https://www.99acres.com/property-in-mumbai-ffid,2026-04-04T18:01:26.542570Z
property-in-mumbai-ffid-page-21,BHK in Mumbai,Firecrawl,Mumbai,,,,security,https://www.99acres.com/images/captchaBg.png,https://www.99acres.com//images/captchaBg.png,https://static.99acres.com/universalapp/img/Play.png,https://www.99acres.com/property-in-mumbai-ffid-page-21,2026-04-04T18:01:43.224018Z
property-in-mumbai-ffid-page-2,BHK in Mumbai,Firecrawl,Mumbai,,,,security,https://www.99acres.com/images/captchaBg.png,https://www.99acres.com//images/captchaBg.png,https://static.99acres.com/universalapp/img/projectnoimage.webp,https://www.99acres.com/property-in-mumbai-ffid-page-2,2026-04-04T18:01:54.678335Z
"Flats, Houses, Apartments for Rent, Buy, Sale Without Brokerage in India",1 BHK in Mumbai,Firecrawl,Mumbai,1,,0.0,"gated,park,parking",https://assets.nobroker.in/static/img/fbShare_bangalore.png,https://assets.nobroker.in/nob-common/zopim_chat_header_icon.png,https://assets.nobroker.in/nb-new/public/MaterialIcons/Close.svg,https://www.nobroker.in/property/sale/mumbai/Mumbai%20Central/,2026-04-04T18:02:02.295394Z
"Flats, Houses, Apartments for Rent, Buy, Sale Without Brokerage in India",1 BHK in Mumbai,Firecrawl,Mumbai,1,,0.0,"gated,park,parking",https://assets.nobroker.in/static/img/fbShare_bangalore.png,https://assets.nobroker.in/nob-common/zopim_chat_header_icon.png,https://assets.nobroker.in/nb-new/public/MaterialIcons/Close.svg,"https://www.nobroker.in/property/sale/mumbai/Mumbai%20Central,%20Mumbai/",2026-04-04T18:02:09.780012Z
"Flats, Houses, Apartments for Rent, Buy, Sale Without Brokerage in India",1 BHK in Mumbai,Firecrawl,Mumbai,1,,0.0,"gated,park,parking",https://assets.nobroker.in/static/img/fbShare_bangalore.png,https://assets.nobroker.in/nob-common/zopim_chat_header_icon.png,https://assets.nobroker.in/nb-new/public/MaterialIcons/Close.svg,https://www.nobroker.in/property/sale/mumbai/Mumbai/,2026-04-04T18:02:15.816252Z
"Flats, Houses, Apartments for Rent, Buy, Sale Without Brokerage in India",1 BHK in Mumbai,Firecrawl,Mumbai,1,,0.0,"gated,park,parking",https://assets.nobroker.in/static/img/fbShare_bangalore.png,https://assets.nobroker.in/nob-common/zopim_chat_header_icon.png,https://assets.nobroker.in/nb-new/public/MaterialIcons/Close.svg,https://www.nobroker.in/property/sale/mumbai/Mumbai%20Central,2026-04-04T18:02:16.772169Z
"Flats, Houses, Apartments for Rent, Buy, Sale Without Brokerage in India",1 BHK in Mumbai,Firecrawl,Mumbai,1,,0.0,"gated,park,parking",https://assets.nobroker.in/static/img/fbShare_bangalore.png,https://assets.nobroker.in/nob-common/zopim_chat_header_icon.png,https://assets.nobroker.in/nb-new/public/MaterialIcons/Close.svg,https://www.nobroker.in/property/sale/mumbai/Mumbai,2026-04-04T18:02:17.660468Z
